Gene,fold_T_NM
ZDHHC24,0.839489526
RBM4B,0.720085785
SPTBN2,38934800.16
C11orf80,1.016092148
PC,30555780.7
KDM2A,0.973218628
ANKRD13D,3.858630577
CLCF1,336247902.2
DEAF1,7.833647152
TCIRG1,7.727989991
KMT5B,1.48306966
LRP5,2.050253307
PPP6R3,1.207070205
TESMIN,176945599.8
CPT1A,0.889622218
TPCN2,6.281411561
ZNF215,2.034255798
ANO1,1.31123692
PPFIA1,1.14232533
CTTN,2.513576414
SHANK2,0.963575397
NADSYN1,0.807824358
RNF121,3.064824702
NUMA1,1.229358322
LRTOMT,93071153.94
ARAP1,1.158009387
STARD10,0.722999731
FCHSD2,0.89992391
SYT9,0.784313705
ARHGEF17,1.595122778
FAM168A,40145144.62
RAB6A,0.886972715
PAAF1,1.540922524
C2CD3,0.741945002
PPME1,1.665401599
P4HA3,0.54642607
PGM2L1,1.418163294
KCNE3,87044932.78
POLD3,0.385610022
RNF169,1.115495187
XRRA1,1.279627648
NEU3,353104752.9
SLCO2B1,1.729181623
SERPINH1,4.33268209
TALDO1,2.379091056
UVRAG,0.725029441
PPFIBP2,0.866435275
EMSY,0.959506757
ACER3,0.553492091
MYO7A,0.785727461
PAK1,1.222039304
CLNS1A,1.107313307
RSF1,0.768094526
AAMDC,1.877843353
INTS4,1.226843426
ALG8,1.331038222
USP35,1.854254461
GAB2,0.433015368
NARS2,0.99394866
TENM4,1.432418337
RIC3,0.246025983
PRCP,1.246757796
RAB30,0.878836384
PCF11,0.364750518
ANKRD42,1.451728651
CCDC90B,1.381432764
DLG2,0.30632113
STK33,0.720132311
CREBZF,0.613551554
SYTL2,2.090746637
PICALM,1.213228554
TRIM66,0.969207669
EED,0.927126825
HIKESHI,1.761085172
CCDC81,192185422.4
ME3,1.849224094
TSPAN4,381882299.8
ST5,1.340985276
TMEM135,0.902931969
CTSC,0.771329508
AKIP1,1.782731529
NOX4,8.810521969
CHID1,2.074694901
NAALAD2,244854044.3
SCUBE2,0.76238338
DENND5A,1.332589767
FAT3,0.621192627
TMEM41B,1.412469563
DEUP1,9.840645943
SMCO4,0.574105151
CEP295,1.666948684
TAF1D,0.308569368
C11orf54,0.632512037
MED17,1.250046984
IPO7,0.938846928
MRE11A,0.899868136
PIWIL4,0.946960394
AMOTL1,0.816353739
SESN3,1.728664783
WEE1,1.242938252
CEP57,0.61880417
MTMR2,1.023626242
MAML2,2.208915394
SWAP70,0.912299919
SBF2,1.125033415
UHRF1BP1L,0.982365486
SCYL2,1.698145388
NR1H4,0.48655938
GAS2L3,0.291311706
UTP20,1.049677774
CHPT1,1.351505648
GNPTAB,0.695983207
DRAM1,1.218820461
CCDC53,1.395904476
NUP37,0.740618213
ERC1,0.982126854
C12orf42,0.719080145
STAB2,0.104197329
NT5DC3,0.908658759
TDG,1.065454804
GLT8D2,0.551064561
HCFC2,0.256688739
NFYB,1.636497202
TXNRD1,0.706184821
CHST11,0.993918905
SLC41A2,1.283073013
C12orf45,0.960850386
ALDH1L2,2.615440333
KIAA1033,0.346293154
APPL2,0.66944855
NUAK1,5.336660711
POLR3B,1.469792047
RIC8B,0.903228755
CRY1,0.401773645
BTBD11,0.419208459
PRDM4,1.34783768
SART3,1.390970538
CORO1C,0.939464172
SSH1,1.403717935
USP30,1.20014182
UNG,1.841042247
ACACB,0.641841549
KCTD10,1.940273941
UBE3B,1.00794843
TCHP,1.128663817
GIT2,0.905662344
ANKRD13A,0.733656499
IFT81,2.435587613
ATP2A2,2.023147383
ANAPC7,0.701165081
GPN3,1.019077412
FAM216A,1.817951954
VPS29,155378821.1
PPTC7,1.068217206
TCTN1,0.899322371
HVCN1,0.524824663
PPP1CC,0.698155515
SH2B3,0.537505931
ATXN2,0.900208538
BRAP,0.828124802
ACAD10,0.903885114
ALDH2,0.604126063
MAPKAPK5,1.679172275
TMEM116,1.136304189
NAA25,0.965932859
TRAFD1,1.086585868
HECTD4,0.971043704
PTPN11,0.90114037
OAS1,3.68497854
OAS3,1.716302296
OAS2,7.846686798
RASAL1,2.376815555
DDX54,5.841657193
TPCN1,0.707032498
SLC8B1,0.704809948
PLBD2,2.168038951
RBM19,1.4600368
MED13L,0.844204025
RNFT2,0.807237096
FBXW8,0.984513171
TESC,0.53033507
ETV6,1.072493532
NOS1,1.7558023
KSR2,13439378.86
RFC5,0.818692165
WSB2,1.920367541
VSIG10,2.431516246
TAOK3,1.33832924
SUDS3,1.958261737
CCDC60,12113392.52
PRKAB1,1.280196605
CIT,1.707523879
BICDL1,1.224795937
GCN1,1.11093042
COQ5,0.566957287
RNF10,0.893119829
UNC119B,0.949043697
SPPL3,0.560727368
BCL2L14,3.973353513
OASL,1.713713088
P2RX7,0.82178879
P2RX4,0.973510386
CAMKK2,1.766247776
ANAPC5,0.463458238
RNF34,1.151343911
KDM2B,1.246488341
LRP6,0.758018988
MORN3,0.828043405
TMEM120B,1.307993549
SETD1B,2.045589649
PSMD9,1.027354817
WDR66,2.106380296
MLXIP,0.551492238
LRRC43,0.89031109
DIABLO,0.176372262
VPS33A,0.908021439
CLIP1,1.260588927
ZCCHC8,1.239080897
RSRC2,1.035265543
KNTC1,0.853859954
DENR,245343922.4
CCDC62,0.671021898
VPS37B,2.227594501
ARL6IP4,0.424874171
PITPNM2,0.813187854
MPHOSPH9,1.039835015
SBNO1,1.070750559
RILPL1,1.546786393
TMED2,0.806725255
DDX55,0.668978062
EIF2B1,1.195758788
GTF2H3,1.247962119
TCTN2,0.52632723
ATP6V0A2,1.060402826
ZNF664-FAM101A,2243670163
NCOR2,1.537059819
SCARB1,1.354715404
DUSP16,0.891357102
DHX37,1.490369648
BRI3BP,396654955.6
AACS,1.478965709
CREBL2,0.784717897
TMEM132C,3.652168265
SLC15A4,1.153026336
GLT1D1,1.45973702
TMEM132D,0.170975434
STX2,0.842682984
ADGRD1,1.030183626
SFSWAP,0.455898839
MMP17,47962167.78
ULK1,87649623.64
EP400,1.480614797
NOC4L,2.065586799
FBRSL1,0.930880664
POLE,1.370629312
PGAM5,2.983917198
ANKLE2,1.606260655
GOLGA3,0.951703475
CHFR,0.814467372
ZNF26,4.529852999
ZNF84,1.593232997
ZNF891,1.46520716
ZNF10,1.741358302
ZNF268,6.751566728
ATF7IP,1.198234647
PLBD1,6.752776956
GUCY2C,1.636391645
ERP27,0.407909659
ARHGDIB,9.807316947
EPS8,1.89018578
FBXL14,186517811.4
DERA,1.256891513
ADIPOR2,1.237024381
PLEKHA5,0.811791778
AEBP2,1.081089002
PDE3A,0.708175214
CACNA1C,0.953474272
ABCC9,0.603551253
CMAS,145338958.8
C2CD5,1.616331764
ETNK1,1.7950787
SOX5,1.315017877
BCAT1,0.937359292
LOC645177,1.000707792
LRMP,0.749462505
KRAS,0.657072619
RASSF8,1.472715373
ITPR2,0.634049388
ASUN,2.533458229
TM7SF3,0.874301353
MED21,0.715917076
C12orf71,9.055448296
STK38L,2.045497697
ARNTL2,1.889169581
MRPS35,1.193677444
ITFG2,0.933051613
CCDC91,0.74519634
FOXM1,0.990256451
TULP3,1.173109424
FAR2,0.896738967
ERGIC2,0.244229181
OVCH1,20094290.5
TMTC1,0.631042521
TEAD4,1.720558269
IPO8,1.150479159
KDM5A,1.013025635
CAPRIN2,2.616078617
DENND5B,0.819222807
AMN1,0.428568958
KIAA1551,7.317072973
BICD1,1.154868527
FGD4,0.970984952
DNM1L,0.915213348
YARS2,0.305434212
CRACR2A,1.408665129
PARP11,0.712129388
CPNE8,0.583875304
KIF21A,0.297791938
ABCD2,4.081405832
SLC2A13,0.891818477
LRRK2,0.472252905
CCDC77,0.746766937
CNTN1,0.96143809
PDZRN4,1.024564667
YAF2,1.433517207
PPHLN1,0.957873435
CCND2,71051687.68
IRAK4,0.756346558
TMEM117,0.699454264
NELL2,0.210867569
C12orf4,0.276739345
ANO6,0.968244929
DYRK4,1.37623469
ARID2,0.834568853
SCAF11,1.290731999
SLC38A1,0.719484746
SLC38A2,2.310605828
NDUFA9,1.361153638
PCED1B,1.363595706
GALNT8,2.13591062
HDAC7,317957594.9
VDR,8.592976529
SENP1,1.208911597
PFKM,5.890690586
KANSL2,0.98925565
ADCY6,1.029513658
CACNB3,557422928.4
DDX23,3.403806899
FKBP11,0.111984921
ARF3,1.779180822
KMT2D,0.912511641
LMBR1L,1.193275212
SPATS2,1.50288367
FMNL3,1.075653194
FAIM2,210413590.2
RACGAP1,1.204328511
SMARCD1,1.03951998
CERS5,0.499396872
LIMA1,2.939485279
LARP4,0.943537858
DIP2B,1.03564558
ATF1,1.108566332
METTL7A,7.200659845
LETMD1,1.395419572
CSRNP2,1.283655981
TFCP2,0.696595573
DAZAP2,0.507179412
BIN2,0.995807736
ACVRL1,0.90409392
ACVR1B,0.565610258
KRT7,2.227306835
EIF4B,0.892318542
TNS2,0.977493426
ESPL1,1.362713407
AAAS,0.559383968
SP1,2.51511917
PCBP2,1.72340855
MAP3K12,0.405231357
ATF7,2.335541716
CALCOCO1,1.810542916
CBX5,1.298384031
COPZ1,0.393179803
NCKAP1L,1.287068738
ITGA7,0.427306871
ANO2,0.634159272
SARNP,1.942567414
MMP19,2.112344296
DGKA,0.936030258
RAB5B,1.742099125
ERBB3,1.575439407
RPL41,2.148119837
ESYT1,1.473855756
SMARCC2,1.316513562
RNF41,0.535630191
SLC39A5,0.447037473
ANKRD52,4.953402229
COQ10A,3550807980
CS,2.115997712
STAT2,1.652524467
TIMELESS,1.708496798
RBMS2,6.405287978
BAZ2A,0.962489997
ATP5B,1.289981613
PTGES3,1.261921574
PRIM1,0.240891253
LRP1,1.36555067
STAC3,0.570033279
R3HDM2,0.883320698
GLI1,1.469734652
DCTN2,0.820548812
KIF5A,1.353624262
OS9,0.914890897
AGAP2,0.937620923
CDK4,0.06167811
TSFM,155244674.1
CTDSP2,0.07000498
VWF,0.301703797
USP15,0.407946449
MON2,1.704943603
TNFRSF1A,1.313625217
SCNN1A,20.50712876
SRGAP1,1.218616963
TBK1,1.097606623
RASSF3,1.026011525
GNS,1.122144766
TBC1D30,0.672010301
NCAPD2,1.692919418
LEMD3,107443347.3
MSRB3,0.792441477
IFFO1,1.59117248
CHD4,0.792004489
IRAK3,1.360111948
HELB,1.512488993
GRIP1,0.954291252
CAND1,0.557648172
COPS7A,1.60690324
MLF2,1.135553073
MDM1,1.257319982
RAP1B,0.73965435
NUP107,1.308313012
MDM2,1.074960674
CPSF6,2.687142535
PTPN6,0.229494426
FRS2,0.924141902
CCT2,1.506341563
PHB2,8.575361991
RAB3IP,1.545088613
LPCAT3,1.829121983
CNOT2,1.492871468
PTPRB,0.454977348
C1S,0.582195722
C1RL,1.208521265
CLSTN3,1.609206253
ZFC3H1,1.018444698
RAB21,0.690652135
TBC1D15,2.391889244
PEX5,94821161.9
CD163L1,0.831504726
CD163,279893227.1
CAPS2,0.348027906
OSBPL8,1.804594244
ZDHHC17,2.132458849
CLEC4C,9.943376499
NAV3,1.764373629
PPP1R12A,1.178085736
FOXJ2,1.166592926
CLEC4A,0.829874043
ACSS3,0.688561434
WNK1,1.4648193
METTL25,0.747334895
TMTC2,0.87767121
MFAP5,14.48734977
RIMKLB,0.388731607
CEP290,3.375680375
TMTC3,2.214398273
KITLG,1.044852715
M6PR,0.661236142
POC1B,0.980085623
ATP2B1,0.723757563
A2M,0.497317878
RAD52,1.06510875
EEA1,0.906926543
UBE2N,1.034500898
CRADD,1.01973047
PLXNC1,1.663753861
CEP83,1.369117702
TMCC3,0.974540454
NR2C1,0.712529792
FGD6,1.486545574
VEZT,1.144562924
METAP2,0.910603867
KLRB1,0.408364411
CDK17,0.922179044
CFAP54,1.687960258
CLEC2D,1.642704527
NEDD1,0.866085877
TMPO,0.598982074
IKBIP,0.605852633
APAF1,0.914389532
ANKS1B,0.371180901
PCCA,0.866639749
TMTC4,2.092947627
NALCN,1.432614658
ITGBL1,1.884851421
TPP2,0.950332396
EFNB2,2.221821038
MYO16,0.670686499
NAXD,1.297269867
CARS2,2.174123162
ARHGEF7,1.57076581
TUBGCP3,1.080724782
ATP11A,0.863140256
MCF2L,0.551612012
PCID2,1.702016651
CUL4A,1.955804765
LAMP1,1.417380516
DCUN1D2,3.217481329
TMCO3,1.219887573
GAS6,4.357780952
RASA3,1.132599321
CDC16,0.327380896
TPTE2,13.56956026
MPHOSPH8,0.894097744
PSPC1,0.728918478
ZMYM5,1.546497604
ZMYM2,1.069979437
CRYL1,0.824060781
IFT88,2.098568975
EEF1AKMT1,0.785078628
XPO4,1.512997511
LATS2,1.141575291
SKA3,1.973389385
ZDHHC20,1.020444062
MICU2,1.297577644
TNFRSF19,1.283678135
MIPEP,0.890315164
SPATA13,0.850693636
PARP4,2.067999697
MTMR6,2.020664958
NUP58,2.056497976
RNF6,74476206.34
CDK8,0.7539445
USP12,2.097399725
GTF3A,0.290600023
LNX2,1.08474093
FLT3,0.276359703
PAN3,0.936624636
FLT1,1.556620013
SLC7A1,1.266359619
KATNAL1,0.993569255
USPL1,1.207791538
MEDAG,0.825492994
B3GLCT,0.809772071
FRY,1.045281111
BRCA2,1.474640528
N4BP2L2,0.966902746
PDS5B,1.28835606
STARD13,5.378706244
NBEA,0.680769993
DCLK1,0.546027286
SPG20,0.855340866
SMAD9,1.072728468
ALG5,2.778692549
SUPT20H,0.976559179
POSTN,0.390470545
TRPC4,1.408242929
FREM2,1.064084823
COG6,1.149513545
FOXO1,1.521569579
MRPS31,2.079117904
ELF1,1.430151042
WBP4,1.434923635
MTRF1,0.900229958
NAA16,0.789117446
VWA8,0.856241205
DGKH,1.929465512
AKAP11,0.289075208
FAM216B,17.1888389
EPSTI1,1.250923541
ENOX1,1.322708556
TSC22D1,0.53307006
GPALPP1,2.946043813
SLC25A30,0.683327891
COG3,1.161976745
ZC3H13,1.716941959
LCP1,2.149865318
RUBCNL,1.815604569
LRCH1,1.48511073
MED4,1.281367046
ITM2B,0.917601292
RB1,0.870518541
FNDC3A,0.839071389
CDADC1,0.529997875
RCBTB1,2.839024267
KPNA3,0.891005298
SPRYD7,1.230671571
DLEU7,1.305531797
RNASEH2B,0.82343469
INTS6,1.128104
WDFY2,0.274921425
DHRS12,0.580122276
NEK3,1.072933953
THSD1,1.143646866
VPS36,1.109975426
HNRNPA1L2,1.750082187
SUGT1,1.09568122
TDRD3,0.762810405
PIBF1,0.681582482
KLF12,0.863770486
TBC1D4,0.861650499
UCHL3,0.709322174
LMO7,1.25895046
KCTD12,885452547.2
FBXL3,0.844875982
MYCBP2,0.858962758
SCEL,550341534.1
SLAIN1,0.923544029
RNF219,2.48319569
RBM26,0.977890651
NDFIP2,1.658627004
GPC5,3.473629541
GPC6,0.3948355
ABCC4,0.89867958
DZIP1,0.34948863
DNAJC3,0.964364365
UGGT2,0.87464027
MBNL2,1.806338498
FARP1,0.561699213
STK24,1.782561468
DOCK9,1.503140213
UBAC2,1.266534786
TM9SF2,1.69995244
CLYBL,0.426179686
EVL,1.003411701
WARS,1.119538813
WDR25,1.797484546
PPP2R5C,0.934535143
DYNC1H1,0.993754861
WDR20,0.85773074
ZNF839,1.142828235
TECPR2,0.68901639
RCOR1,0.922496853
TRAF3,1.110700401
CDC42BPB,1.156918597
EIF5,0.527063072
MARK3,0.594595058
APOPT1,1.003940273
KLC1,1.033068481
XRCC3,0.362956661
PPP1R13B,0.695178042
TDRD9,0.759743499
GPR132,2.562015004
BRF1,1.620567016
PACS2,6.550968526
MTA1,0.341955336
TEP1,1.186382077
HNRNPC,0.856582374
SUPT16H,1.13889155
CHD8,1.24719334
METTL3,1.101626828
OXA1L,262659089.4
SLC7A7,1.402107428
MMP14,1.850147803
RBM23,0.789855538
PRMT5,1.079340453
HAUS4,1.337220063
PSMB5,1.106840797
ACIN1,1.339886264
SLC7A8,5.158473503
DCAF11,2.149285986
EMC9,1280146537
CHMP4A,1.12901334
GMPR2,4.613267553
RABGGTA,1.404888849
NOP9,344224511.7
STXBP6,0.68001083
PRKD1,1.405639298
G2E3,1.221264054
SCFD1,0.77032411
COCH,0.17088104
STRN3,0.773918839
HECTD1,1.039996708
HEATR5A,1.032755691
NUBPL,0.753205562
ARHGAP5,1.017071898
AKAP6,0.653515032
NPAS3,1.034696865
EGLN3,6.692627165
EAPP,2.122364818
SNX6,1.582986036
BAZ1A,0.959637592
SRP54,1.172025406
FAM177A1,0.812178369
PPP2R3C,0.429064363
KIAA0391,1.255116815
PSMA6,0.500500079
SLC25A21,1.706698773
MIPOL1,1.03823337
SEC23A,1.275913626
TRAPPC6B,1.138039905
PNN,0.69433958
CTAGE5,0.772147707
KLHL28,1.008606956
FAM179B,1.528868879
PRPF39,2.00771657
FKBP3,1.100059904
FANCM,0.690480131
MIS18BP1,0.872490889
LRR1,2.320476576
POLE2,0.637889869
KLHDC1,0.761674215
KLHDC2,0.610243153
NEMF,1.062327443
SOS2,0.774917398
L2HGDH,1.602220506
CDKL1,2.723856814
MAP4K5,1.21320031
ATL1,3.520796515
SAV1,0.864275408
NIN,0.701117934
PYGL,1.817696465
TMX1,1.430866487
FRMD6,4.297631459
NID2,1.005864626
TXNDC16,0.877177696
STYX,0.511360392
GNPNAT1,0.470789826
DDHD1,1.289136879
SAMD4A,1.511910224
WDHD1,1.475857797
ATG14,1.475958175
KTN1,1.217245594
PELI2,0.992224158
TMEM260,3.743399037
EXOC5,1.620529202
AP5M1,0.973670824
C14orf37,2.114922524
ARID4A,1.069859825
KIAA0586,3.19952522
JKAMP,2.451038029
RTN1,0.446488015
DHRS7,0.627172648
PPM1A,0.94689757
MNAT1,0.972139253
SLC38A6,1.088497928
PRKCH,0.885938496
HIF1A,1.303261753
SNAPC1,259968587
SYNE2,0.962294106
ESR2,3.939645605
MTHFD1,0.975525163
ZBTB25,1.050957969
ZBTB1,21.96272789
FUT8,1.196269077
GPHN,0.941023818
MPP5,0.831636405
PIGH,1.91255066
RDH11,0.857576334
ZFYVE26,1.039267898
RAD51B,0.926483666
ACTN1,2.583567798
DCAF5,1.153610228
EXD2,0.85880061
SLC39A9,0.557703723
PLEKHD1,1.826085025
SUSD6,1.037030297
SRSF5,0.423341566
MED6,1.228311629
MAP3K9,0.913553302
PCNX1,0.796518668
SIPA1L1,0.966328551
DPF3,1.235617771
DCAF4,1.121424071
ZFYVE1,1.347450953
PSEN1,1.145309935
PAPLN,0.762054465
NUMB,0.930261256
HEATR4,2.766891189
DNAL1,1.903491296
PNMA1,1596196536
PTGR2,1.686186702
ZNF410,1.500317237
FAM161B,1.747136249
ENTPD5,0.686064532
BBOF1,1.326311331
ABCD4,13.87407736
LTBP2,1.301784788
AREL1,1.369553336
YLPM1,0.288806138
PROX2,1.826085063
DLST,1.150448918
MLH3,0.759501069
NEK9,0.894423433
FOS,2.659313907
FLVCR2,1.724327303
TTLL5,1.795195032
IFT43,0.815116687
GPATCH2L,1.220731033
VIPAS39,0.274841779
SPTLC2,1.600468655
ALKBH1,0.564587653
SNW1,0.508272042
ADCK1,0.684780753
NRXN3,0.499618693
CEP128,1.151733032
TSHR,23455491.86
GTF2A1,0.333364802
SEL1L,1.533085509
GALC,0.842833837
SPATA7,1.542778189
ZC3H14,0.751515438
EML5,0.780291604
TTC8,1.015813716
FOXN3,0.935449823
EFCAB11,0.624030381
TDP1,3.643892756
CALM1,2.197745844
TTC7B,1.146742797
RPS6KA5,0.699564263
C14orf159,1.819370224
CCDC88C,1.566162678
PPP4R3A,0.879825409
FBLN5,0.570572085
TRIP11,0.524989312
ATXN3,1.166746977
CPSF2,0.502955885
RIN3,0.91237994
LGMN,0.709686281
GOLGA5,1.303956941
DICER1,0.11253456
CLMN,5.760002718
SYNE3,1.689879512
ATG2B,2.09912027
PAPOLA,0.743893331
VRK1,0.985776172
BCL11B,1.643936302
SETD3,1.088011279
EML1,1.406120738
ADAMTS17,0.574018572
ASB7,1.785649292
LRRK1,1.781648697
CHSY1,1.42968346
PCSK6,4.92096893
TARSL2,2.261872217
NIPA2,5.537791935
CYFIP1,0.718849636
UBE3A,1.048121952
ATP10A,3.490586146
HERC2,0.383539498
FMN1,1.378052515
AVEN,19459525.16
KATNBL1,3.859312568
SLC12A6,1.087899948
AQR,0.861442945
C15orf41,0.630783756
SPRED1,1.35402713
FAM98B,0.191388084
RASGRP1,0.997546792
FSIP1,4.994738827
GPR176,1.675882815
EIF2AK4,1.432643928
BUB1B,2.885717005
KNSTRN,1.11191242
RPUSD2,0.85419929
RMDN3,1.167472734
DNAJC17,1.054411211
SPINT1,5.042135894
VPS18,2.454528236
INO80,0.874077497
NUSAP1,1.248131537
RTF1,0.745855199
TYRO3,1.280333896
MGA,1.1503905
MAPKBP1,0.58474492
SPTBN5,1.958507601
VPS39,0.687344385
TMEM87A,0.942716712
GANC,1.125667436
CAPN3,2.423845168
ZNF106,3.444237604
SNAP23,0.665717796
STARD9,1.284092422
TTBK2,0.88306299
UBR1,0.969236895
TMEM62,0.840412304
ADAL,1.190931593
TUBGCP4,1.022841075
TP53BP1,1.142077588
PDIA3,0.71533288
SERF2,87980165.76
MFAP1,4.187366426
WDR76,1.213228425
FRMD5,11249565
CASC4,1.577624171
CTDSPL2,0.995870405
EIF3J,3.204662636
SPG11,0.733173834
SHF,1.923336212
SLC28A2,2.298196632
SLC30A4,1.019093445
SQRDL,0.769076753
DUT,821514293.2
CEP152,0.844635568
SECISBP2L,0.855103107
COPS2,0.867375916
GALK2,1.084795312
DTWD1,0.881949763
ATP8B4,0.530402506
GABPB1,0.8276937
USP8,1.002939222
TRPM7,1.139928316
SPPL2A,1.517348416
AP4E1,1.000104272
DMXL2,0.759151035
TMOD2,0.530944989
TMOD3,1.266251899
GNB5,0.426908412
MYO5A,1.745997014
FAM214A,1.502935438
WDR72,6.072020759
RAB27A,1.265081346
PIGB,1.018373996
CCPG1,0.670890655
DYX1C1,1.301737815
NEDD4,0.282751299
TEX9,1.10603765
ZNF280D,0.491877801
TCF12,0.969592224
CGNL1,0.812133168
ALDH1A2,0.148863774
ADAM10,1.024937492
FAM63B,0.642863078
SLTM,0.872543856
RNF111,1.185460197
MYO1E,0.920479127
BNIP2,0.973702693
ANXA2,2.293750218
RORA,1.456032914
VPS13C,1.025945043
TLN2,1.010521316
TPM1,1.828222634
RAB8B,0.990106677
USP3,1.295620494
HERC1,0.833468381
DAPK2,2.778059919
SNX1,0.740537532
CSNK1G1,0.937169789
TRIP4,1.173811281
ZNF609,1.037289866
RBPMS2,0.37811688
PIF1,5.684486728
PLEKHO2,1.294964583
SPG21,0.728673058
CLPX,0.949982287
PARP16,0.465173819
IGDCC4,0.277476692
DPP8,0.712289988
DENND4A,0.660014918
DIS3L,1.050452075
TIPIN,1.406571539
MAP2K1,1.54594648
ZWILCH,1.477941881
SMAD6,83605042.24
SMAD3,1.050785116
AAGAB,1.014948692
MAP2K5,1.004376591
SKOR1,0.849604473
PIAS1,0.731021852
ITGA11,4.210166457
GLCE,1.466756147
KIF23,1.625774773
TLE3,0.140550008
UACA,1.299130418
LRRC49,2.334549643
THSD4,1.167986624
MYO9A,1.296967858
PKM,1.853434068
PARP6,1.875558194
HEXA,1.410047675
ARIH1,1.322147184
BBS4,1.115884747
ADPGK,1.07360063
NEO1,0.606594282
NPTN,0.849231405
PML,0.914129568
UBL7,268755613.1
EDC3,1.108298118
COX5A,1.667571414
PPCDC,0.356411852
SIN3A,0.828748391
PTPN9,0.775362494
SNUPN,0.987022328
UBE2Q2,1.251074643
FBXO22,1.495707566
ETFA,0.969989511
SCAPER,1.039552482
RCN2,75188803.4
PSTPIP1,1.443823081
TSPAN3,1.885581069
PEAK1,1.277130249
HMG20A,0.723653956
TBC1D2B,1.215140737
IDH3A,1.14766756
WDR61,1.934125798
IREB2,0.94524253
HYKK,0.571334375
PSMA4,2.421588737
ADAMTS7,0.80198687
MORF4L1,1.401454439
CTSH,1.582569142
KIAA1024,0.43791964
ZFAND6,0.920521528
FAH,273521984
ARNT2,0.304763863
CEMIP,4.972852404
MESDC2,1.931298845
CFAP161,1.748413613
IL16,7.768499392
TMC3,1.898680075
EFL1,1.724076402
WHAMM,1.793204999
HDGFRP3,0.703964773
ADAMTSL3,0.859503689
SEC11A,0.84026003
PDE8A,0.909296035
AKAP13,1.046183723
NTRK3,0.119044511
DET1,0.821865244
ABHD2,0.786106041
FANCI,2.048868548
POLG,75638680.9
RHCG,157435465.2
ANPEP,0.230089625
ZNF710,1.699336202
IDH2,1.575306786
SEMA4B,1.21691257
IQGAP1,1.079571391
CRTC3,0.821318887
BLM,2.748298355
UNC45A,0.894200865
RCCD1,1.486337038
PRC1,1.326408953
SLCO3A1,0.798073798
CHD2,1.367034998
MCTP2,1.046752336
NR2F2,9.338186695
ARRDC4,1.049892087
IGF1R,1.092756619
TTC23,0.737482566
LRRC28,0.566140574
MEF2A,0.906605142
ATF7IP2,1.625780604
TEKT5,1.049738293
TVP23A,0.274262273
CIITA,1.261558841
CLEC16A,1.073665933
LITAF,1.46455919
TXNDC11,1.603151051
ZC3H7A,0.95644257
RSL1D1,1.088195459
GSPT1,1.159950715
TNFRSF17,2.478258331
SNX29,1.437101344
UBE2I,1.57505359
UNKL,0.970468427
MKL2,1.27094441
CLCN7,1.459070693
CRAMP1,0.925249596
HN1L,14436695268
XYLT1,1.350605393
MAPK8IP3,1.42769745
NME3,1553788202
HAGH,0.500274854
RPS15A,1.230678367
ARL6IP1,0.624608204
SMG1,0.91877726
LUC7L,1.447750859
TMC7,1.131237319
COQ7,1.08421919
TMC5,1.300548841
C16orf62,0.799014714
KNOP1,2.059364718
IQCK,0.499593477
NOXO1,1063350789
TSC2,1.675956196
DCUN1D3,1.650564461
LYRM1,0.43707036
DNAH3,2.009472429
TMEM159,1.995376211
METTL9,0.754905038
UQCRC2,1.387336854
VWA3A,5.218454433
EEF2K,1.032782171
POLR3E,0.73805703
CDR2,1.120130995
ECI1,1.914705397
RNPS1,4.070855624
USP31,1.165955363
ABCA3,0.352050029
COG7,0.981723924
GGA2,0.872284528
EARS2,1.120776041
PALB2,1.270696368
DCTN5,0.686751555
PRKCB,0.633531017
CCNF,6.686031711
RBBP6,1.573273535
TNRC6A,1.944007106
ARHGAP17,0.981912823
LCMT1,0.945052363
ZKSCAN2,0.614905945
PDPK1,1.536294377
KDM8,0.769411138
NSMCE1,0.95017567
IL4R,1.533333128
IL21R,1.235438852
GTF3C1,0.388740094
SRRM2,0.900210884
KIAA0556,0.513400143
XPO6,0.853933401
CLN3,1.762289847
IL27,5.655343002
SULT1A1,2.446187127
ATXN2L,257782275.1
RABEP2,1.23345966
NFATC2IP,2.414553674
SPNS1,0.8829068
FLYWCH1,228532013
MVP,1.048698378
SEZ6L2,0.670634511
ASPHD1,0.83960312
KCTD13,1.065034059
AXIN1,0.992964669
ITGAL,1.191343138
SRCAP,1.131353168
RNF40,0.65019437
STX4,24.62567853
ZNF668,166481425.8
VKORC1,1.305249974
KAT8,2.995734792
ITGAM,0.931142312
ITGAX,1.02502953
ITGAD,1.299692721
C16orf58,0.237652552
ZNF720,0.92440035
ZNF267,154384516.4
ZNF75A,1.825105711
ZSCAN32,133754150.6
NAA60,1.061779475
CLUAP1,0.771512773
NLRC3,0.639324952
CREBBP,0.883105671
ADCY9,1.920423482
TFAP4,0.342991166
MGRN1,0.972442141
VPS35,0.747085455
NETO2,1.952405805
ITFG1,0.293474073
PHKB,0.852996852
ZNF500,10.63276333
GLYR1,1.581838115
LONP2,0.865660413
SIAH1,2.264338243
N4BP1,1.735463448
UBN1,1.873790164
PPL,2.094484091
ZNF423,0.900622093
HEATR3,1.044515664
PAPD5,8.393132845
NAGPA,0.913390436
ADCY7,1.158892554
NKD1,2.431011
SNX20,0.81283778
NOD2,6.218779867
CYLD,0.752904152
TOX3,10217357.4
CHD9,1.06109695
CAPN15,1.271337665
RBL2,0.756319486
