gene,hits
IPO7P2,0
PARP4,0
CENPJ,0
RPL34P27,0
MTMR6,0
SHISA2,2
RNF6,5
USP12,5
MTIF3,0
LNX2,0
CDX2,51
PAN3-AS1,0
CYP51A1P2,0
SLC7A1,1
UBL3,0
KATNAL1,1
HMGB1,50
HSPH1,0
N4BP2L2,0
STARD13,2
SPG20,0
SMAD9,0
SMAD9-IT1,0
ALG5,2
SUPT20H,0
RP11-676B18.2,0
PROSER1,0
FOXO1,85
MRPS31,0
CYCSP34,0
ELF1,3
KBTBD6,0
KBTBD7,0
MTRF1,0
RP11-74J13.9,0
VWA8,0
RP11-187A9.3,0
ENOX1,4
CCDC122,0
TUSC8,0
TSC22D1,3
NUFIP1,0
TPT1,0
RCN1P2,0
SLC25A30,0
ZC3H13,1
LCP1,2
ESD,5
SUCLA2,1
MED4,0
PCNPP5,0
LPAR6,2
RCBTB2,2
COX7CP1,0
CAB39L,0
RCBTB1,1
EBPL,0
KPNA3,0
SPRYD7,0
DLEU2,0
INTS6,5
DHRS12,0
ATP7B,4
NEK3,1
VPS36,1
RP11-245D16.4,0
RP11-93H24.3,0
LECT1,1
RPL13AP25,0
DIAPH3,11
PCDH20,0
HNRNPA3P5,0
KLHL1,0
MZT1,0
DIS3,0
KLF12,2
TBC1D4,1
COMMD6,0
LMO7-AS1,0
FBXL3,0
MYCBP2,2
RNF219,0
RBM26,0
SLITRK6,0
GPC5-AS1,0
TGDS,0
ABCC4,14
DZIP1,0
DNAJC3-AS1,0
UGGT2,0
FARP1-AS1,0
STK24,0
DOCK9,2
UBAC2-AS1,0
H2AFZP3,0
LINC00449,0
ZIC5,3
RP11-12G12.7,0
GGACT,0
RPS26P47,0
TMTC4,0
COX5BP6,0
TEX30,0
KDELC1,0
EFNB2,2
ARGLU1,0
LIG4,8
IRS2,16
RAB20,1
CARS2,0
LINC00346,0
ANKRD10,0
ANKRD10-IT1,0
TUBGCP3,0
RP11-120K24.3,0
MCF2L-AS1,0
RP11-98F14.11,0
PCID2,0
GRTP1,0
RP11-391H12.8,0
ADPRHL1,0
DCUN1D2,0
GAS6,29
RASA3,0
CTD-2314B22.1,0
DUXAP9,0
PARP2,9
APEX1,21
PNP,24
RNASE4,0
ANG,177
METTL17,0
ARHGEF40,0
TOX4,0
ABHD4,1
OXA1L,0
MRPL52,0
LRP10,0
RP11-298I3.4,0
C14orf119,0
BCL2L2,5
PABPN1,1
NGDN,0
THTPA,2
RP11-66N24.3,0
DHRS2,0
DHRS4,0
DHRS4L2,0
PCK2,1
DCAF11,0
PSME1,2
RP11-468E2.5,0
RNF31,1
IRF9,2
RP11-468E2.10,0
GMPR2,0
NOP9,0
LTB4R2,2
LTB4R,1
KHNYN,0
RP11-80A15.1,0
BNIP3P1,0
RP11-148E17.1,0
G2E3,0
SCFD1,0
COCH,1
AP4S1,0
NUBPL,0
ARHGAP5,1
RP11-73E17.2,0
SRP54,0
FAM177A1,0
KIAA0391,0
PSMA6,1
BRMS1L,0
RP11-259K15.2,0
PAX9,1
RP11-81F13.1,0
RP11-81F13.2,0
SLC25A21-AS1,0
MIPOL1,1
RP11-356O9.1,0
TTC6,0
SSTR1,16
GEMIN2,1
PNN,0
CTAGE5,2
RP11-129M6.1,0
HNRNPUP1,0
C14orf28,0
FAM179B,0
PRPF39,0
FANCM,1
DNAJC19P9,0
LRR1,0
RHOQP1,0
MGAT2,0
KLHDC2,0
ARF6,6
ATP5S,0
ATL1,0
TMX1,0
FRMD6,1
C14orf166,0
PTGER2,7
GPR137C,0
PSMC6,0
STYX,0
CDKN3,6
CGRRF1,0
SAMD4A,0
SOCS4,0
MAPK1IP1L,0
LGALS3,77
AL158801.1,0
FBXO34,0
KTN1,0
PELI2,0
TMEM260,0
AP5M1,0
NAA30,0
ACTR10,0
PSMA3,0
ARID4A,1
KIAA0586,0
HNRNPCP1,0
RP11-112J1.1,0
DAAM1,3
JKAMP,0
PCNXL4,0
PPM1A,4
RBM8B,1
MNAT1,0
SLC38A6,0
PRKCH,1
HIF1A,282
SNAPC1,0
HSPE1P2,0
CTD-2302E22.6,0
SYNE2,1
MTHFD1,2
AKAP5,0
ZBTB1,0
HSPA2,5
PLEKHG3,0
CHURC1,0
FNTB,0
FUT8,3
GPHN,1
MPP5,1
EIF2S1,0
PLEKHH1,0
ARG2,8
RDH12,0
RAD51B,4
EXD2,0
SLC39A9,9
PLEKHD1,0
SUSD6,0
SRSF5,1
SMOC1,1
TTC9,0
RP6-65G23.3,0
RP6-65G23.5,0
PCNX,0
SIPA1L1,0
DCAF4,0
RP11-109N23.6,0
RBM25,2
PSEN1,1
PAPLN,0
C14orf169,0
ACOT1,2
ACOT2,2
ACOT4,1
DNAL1,0
RP5-1021I20.1,0
PTGR2,0
ZNF410,0
COQ6,0
CCDC176,0
LIN52,0
ISCA2,0
FCF1,0
YLPM1,0
DLST,1
EIF2B2,1
ZC2HC1C,0
RP11-950C14.7,0
FOS,188
JDP2,1
FLVCR2,1
TTLL5,0
IFT43,0
GPATCH2L,0
VASH1,3
CIPC,3
TMEM63C,0
GSTZ1,0
SAMD15,0
AHSA1,0
SLIRP,1
ADCK1,0
NRXN3,1
CTD-2506P8.6,0
LINC01146,0
SPATA7,2
ZC3H14,0
TTC8,0
FOXN3-AS1,0
TDP1,0
PSMC1,1
CALM1,1
CTD-3035D6.1,0
C14orf159,0
RP11-895M11.3,0
RP11-895M11.2,0
CPSF2,0
GOLGA5,0
CHGA,63
TMEM251,0
UBR7,0
UNC79,0
RP11-120E11.2,0
OTUB2,0
IFI27L1,0
DICER1-AS1,0
GLRX5,1
TUNAR,0
C14orf132,0
GSKIP,1
AK7,0
PAPOLA,0
RP11-872J21.5,0
VRK1,0
AL162151.3,0
CCNK,1
EML1,0
EVL,1
YY1,42
WDR25,0
RP11-796G6.1,0
PPP2R5C,0
RP11-1017G21.5,0
RP11-1017G21.6,0
DYNC1H1,0
WDR20,3
ZNF839,0
TECPR2,0
RCOR1,3
TRAF3,3
TNFAIP2,0
EIF5,0
MARK3,1
TRMT61A,0
APOPT1,0
KLC1,0
RP11-73M18.6,0
RP11-73M18.7,0
RP11-73M18.8,0
ZFYVE21,0
KIF26A,0
INF2,1
ADSSL1,0
SIVA1,0
ZBTB42,0
LINC00638,0
CEP170B,0
C14orf79,0
BTBD6,0
PACS2,0
RP11-521B24.4,0
RPS20P33,0
MTA1,29
CRIP2,0
CRIP1,6
C14orf80,0
TMEM121,0
LINC01296,1
AL589743.1,0
TTC5,0
CCNB1IP1,0
TEP1,12
OSGEP,0
TMEM55B,0
NDRG2,12
ZNF219,0
LINC00641,0
HNRNPC,1
SUPT16H,0
CHD8,4
RAB2B,0
METTL3,2
SALL2,0
DAD1,4
RBM23,0
PRMT5,11
HAUS4,0
AJUBA,2
C14orf93,0
PSMB5,4
CDH24,0
ACIN1,1
SLC7A8,1
HOMEZ,0
SLC22A17,0
EFS,29
AP1G2,0
DHRS4-AS1,0
EMC9,0
PSME2,0
IPO4,0
TM9SF1,1
RP11-468E2.11,0
CHMP4A,1
MDP1,0
NEDD8,11
TINF2,1
TGM1,0
RABGGTA,0
DHRS1,0
CIDEB,0
CBLN3,0
SDR39U1,0
STXBP6,0
NOVA1,1
CTD-2384A14.2,0
PRKD1,3
STRN3,0
HECTD1,0
HEATR5A,0
DTD2,0
ARHGAP5-AS1,0
RP11-134E15.2,0
EGLN3,2
SPTSSA,0
EAPP,1
SNX6,0
CFL2,2
RP11-434O22.1,0
BAZ1A,0
PPP2R3C,0
NFKBIA,60
RALGAPA1,0
MBIP,0
NKX2-1,13
SLC25A21,0
RP11-356O9.2,0
FOXA1,169
SEC23A,4
TRAPPC6B,0
RP11-407N17.5,0
FBXO33,0
KLHL28,0
FKBP3,0
MIS18BP1,0
RPL10L,0
LINC00648,0
RPS29,0
RPL36AL,0
DNAAF2,0
POLE2,2
NEMF,0
VCPKMT,0
SOS2,0
L2HGDH,0
MAP4K5,0
SAV1,0
RP11-248J18.2,0
NIN,11
RP11-248J18.3,0
PYGL,1
TXNDC16,0
ERO1L,0
GNPNAT1,1
FERMT2,1
DDHD1,0
CNIH1,0
GMFB,1
GCH1,0
WDHD1,0
DLGAP5,8
ATG14,0
RP11-454L9.2,0
KTN1-AS1,0
EXOC5,0
RP11-999E24.3,0
C14orf37,0
PSMA3-AS1,0
TIMM9,0
GPR135,0
L3HYPDH,0
RTN1,1
DHRS7,3
SIX1,3
SIX4,0
TRMT5,0
TMEM30B,1
RP11-47I22.1,0
HIF1A-AS2,0
PPP2R5E,0
WDR89,0
SGPP1,1
CTD-2555O16.2,0
CTD-2555O16.4,0
ZBTB25,0
GPX2,11
RAB15,0
MAX,530
FUT8-AS1,0
YBX1P1,0
ATP6V1D,0
PLEK2,0
TMEM229B,0
PIGH,0
VTI1B,0
RDH11,5
ZFYVE26,0
ZFP36L1,0
ACTN1,2
HMGN1P3,0
DCAF5,0
ERH,3
RPL7AP6,0
COX16,0
SYNJ2BP,0
MED6,0
MAP3K9,0
RP1-292L20.3,0
RP1-261D10.2,0
ZFYVE1,0
RP4-647C14.3,0
NUMB,29
PNMA1,0
ELMSAN1,0
RP5-1021I20.8,0
FAM161B,0
ENTPD5,3
ALDH6A1,1
ABCD4,0
AC005519.4,0
NPC2,1
LTBP2,0
AREL1,0
RPS6KL1,0
MLH3,1
ACYP1,0
NEK9,0
TMED10,0
RP11-293M10.6,0
RP11-507E23.1,0
C14orf1,0
TGFB3,24
RP11-488C13.5,0
ANGEL1,0
RP11-488C13.1,0
IRF2BPL,0
POMT2,1
TMED8,0
VIPAS39,0
ISM2,1
SPTLC2,0
ALKBH1,1
SNW1,2
CEP128,0
GTF2A1,0
DYNLL1P1,0
STON2,0
SEL1L,2
ENSAP2,0
GALC,0
PTPN21,1
EML5,0
FOXN3,0
EFCAB11,0
NRDE2,0
TTC7B,0
CTD-3035D6.2,0
CCDC88C,0
SMEK1,0
CATSPERB,0
TC2N,0
TRIP11,1
ATXN3,0
NDUFB1,0
LGMN,0
ITPK1,0
MOAP1,0
C14orf142,0
BTBD7,0
DDX24,0
IFI27L2,0
SERPINA11,0
GSC,10
DICER1,20
CLMN,0
SNHG10,0
ATG2B,1
RP11-872J21.3,0
RPL3P4,0
SETD3,0
CCDC85C,0
DEGS2,0
RP11-638I2.4,0
SLC25A29,0
WARS,36
CTD-2017C7.2,0
HSP90AA1,4
MOK,32
CINP,1
ANKRD9,0
CDC42BPB,1
RP11-45P15.4,0
CKB,1
RP11-600F24.7,0
BAG5,1
RP11-73M18.10,0
XRCC3,17
PPP1R13B,0
C14orf2,0
TMEM179,0
AKT1,321
RP11-477I4.4,0
CDCA4,0
JAG2,1
NUDT14,0
BRF1,4
RP11-521B24.3,0
AB019441.29,0
IGHV3-74,0
RP11-566K19.11,0
RP11-566K19.8,0
HERC2P2,0
WHAMMP3,0
NIPA1,0
NIPA2,0
RP11-228M15.1,0
MKRN3,1
SNRPN,3
SNHG14,0
RP11-701H24.5,0
PWAR5,0
RP11-701H24.7,0
PWAR6,0
RP11-701H24.8,0
RP11-701H24.4,0
RPL41P2,0
HERC2P9,0
APBA2,1
HMGN2P5,0
RP11-680F8.3,0
CTD-3092A11.2,0
ARHGAP11B,0
RP11-932O9.10,0
FAN1,1
RP11-540B6.6,0
KLF13,1
ARHGAP11A,0
GREM1,4
PGBD4,0
EMC4,0
RP11-83J16.1,0
C15orf41,0
SPRED1,2
FAM98B,0
THBS1,76
RP11-37C7.3,0
EIF2AK4,0
SRP14-AS1,0
BUB1B,7
PAK6,21
INAFM2,0
PHGR1,0
DISP2,1
KNSTRN,0
IVD,7
BAHD1,0
CHST14,1
RPUSD2,0
CASC5,1
RAD51,62
GCHFR,0
ZFYVE19,0
SPINT1,18
CTD-2129N1.1,0
VPS18,0
CHAC1,0
CHP1,0
OIP5-AS1,0
NUSAP1,3
RTF1,0
TCEB1P2,0
TYRO3,7
MGA,3
MAPKBP1,0
JMJD7,1
PLA2G4B,0
GANC,0
SNAP23,0
HAUS2,0
TMEM62,0
CCNDBP1,1
ADAL,0
TUBGCP4,0
CKMT1B,0
CKMT1A,0
PDIA3,5
SERF2,0
HYPK,0
WDR76,0
CASC4,0
CTDSPL2,0
EIF3J,0
RP11-151N17.1,0
B2M,24
TRIM69,0
SORD,2
SPATA5L1,0
C15orf48,0
HMGN2P46,2
BLOC1S6,0
SQRDL,0
DUT,5
EID1,0
GALK2,1
RP11-295H24.4,0
DTWD1,0
SLC27A2,1
GABPB1-AS1,1
USP8,1
AP4E1,0
SCG3,0
TMOD2,1
TMOD3,1
MAPK6,4
PIGB,0
C15orf65,0
TEX9,0
TCF12,2
CGNL1,0
MYZAP,0
POLR2M,0
RP11-123C21.1,0
FAM63B,0
RNF111,0
CCNB2,13
FAM81A,1
RPS3AP6,0
TLN2,2
TPM1,4
LACTB,0
RAB8B,0
APH1B,0
USP3,0
FBXL22,0
SNX1,0
SNX22,0
TRIP4,0
ZNF609,0
RP11-330L19.1,0
PLEKHO2,0
HACD3,0
SLC24A1,0
RAB11A,2
DIS3L,0
MAP2K1,30
ZWILCH,0
SMAD6,6
SMAD3,104
IQCH,0
C15orf61,0
MAP2K5,8
PIAS1,18
FEM1B,0
SPESP1,0
NOX5,9
GLCE,4
KIF23,1
RPLP1,0
DRAIC,4
PCAT29,4
LRRC49,0
THSD4,0
SENP8,2
ARIH1,0
BBS4,0
NEO1,1
CD276,10
LOXL1,5
PML,37
UBL7-AS1,0
ARID3B,1
CLK3,4
CSK,31
LMAN1L,0
CPLX3,0
MPI,22
SCAMP5,0
PPCDC,0
C15orf39,0
COMMD4,0
NEIL1,2
RP11-817O13.8,0
CTD-2026K11.4,0
CTD-2026K11.5,0
SNX33,0
UBE2Q2,0
FBXO22,0
ISL2,0
RCN2,1
HMG20A,0
IDH3A,0
DNAJA4,0
CRABP1,3
IREB2,1
HYKK,0
PSMA4,0
CHRNA5,1
MORF4L1,1
TMED3,1
ST20-AS1,0
ZFAND6,0
FAH,1
ARNT2,0
ABHD17C,0
CEMIP,3
MESDC1,0
TMC3-AS1,0
RP11-761I4.5,0
CTD-2240J17.2,0
CTD-2240J17.3,0
UBE2Q2P2,0
GOLGA6L9,0
SNHG21,0
SCARNA15,0
WHAMM,0
FAM103A1,0
RP11-382A20.7,0
ADAMTSL3,1
RP11-671M22.4,0
ZSCAN2,0
SCAND2P,0
ZNF592,0
ALPK3,0
PDE8A,0
AKAP13,4
MRPS11,0
AEN,1
ISG20,0
ABHD2,1
FANCI,4
TICRR,0
MESP2,0
ZNF710,0
SEMA4B,1
RPS12P26,0
GDPGP1,0
NGRN,0
GOLGA2P8,0
ZNF774,0
IQGAP1,5
CRTC3,0
HSPE1P3,0
BLM,24
CTD-3094K11.1,0
FURIN,18
FES,23
MAN2A2,0
UNC45A,0
RCCD1,1
SV2B,2
HMGN1P38,0
LINC01578,0
CHD2,0
MCTP2,0
NR2F2,10
ARRDC4,0
IGF1R,292
SYNM,0
LRRC28,0
MEF2A,2
ASB7,1
ALDH1A3,7
LRRK1,0
WASH3P,0
HERC2P3,0
IGHV1OR15-6,0
RP11-467L19.16,0
NBEAP1,1
RP11-403B2.7,0
RP11-403B2.6,0
RP11-32B5.1,0
RP11-275E15.2,0
CYFIP1,2
TUBGCP5,0
NDN,1
RPL5P1,0
AC090602.2,0
UBE3A,11
ATP10A,0
GABRB3,0
RP11-345N11.1,0
HERC2,1
NDNL2,0
TJP1,4
RP11-932O9.7,0
MTMR10,0
RP11-632K20.7,0
RP11-1000B6.8,0
RP11-758N13.1,0
FMN1,2
RP11-3D4.3,0
RP11-3D4.2,0
AVEN,2
EMC7,0
KATNBL1,0
SLC12A6,0
NOP10,0
LPCAT4,0
GOLGA8A,0
HNRNPLP2,0
GOLGA8B,0
AQR,1
ZNF770,0
DPH6,0
CTD-2033D15.3,0
CTD-2033D15.1,0
FSIP1,0
GPR176,0
SRP14,0
BMF,6
C15orf52,0
C15orf57,0
RAD51-AS1,0
RMDN3,0
DNAJC17,0
RP11-532F12.5,0
RHOV,1
ISCA1P4,0
INO80,0
OIP5,0
NDUFAF1,0
RPAP1,0
SPTBN5,0
EHD4,0
PLA2G4D,0
PLA2G4F,0
VPS39,0
TMEM87A,0
ZNF106,0
LRRC57,0
CDAN1,0
TTBK2,0
UBR1,0
RPS3AP47,0
LCMT2,0
ZSCAN29,0
TP53BP1,21
PPIP5K1,0
CATSPER2,0
CATSPER2P1,0
ELL3,0
MFAP1,0
PIN4P1,0
EIF3J-AS1,0
SPG11,0
SORD2P,0
SLC30A4,5
RP11-96O20.5,0
CTD-2270N23.1,0
MYEF2,0
CEP152,1
SHC4,0
SECISBP2L,0
COPS2,2
FAM227B,0
GABPB1,1
TRPM7,11
SPPL2A,0
DMXL2,0
LYSMD2,0
RP11-56B16.2,0
LEO1,0
CTD-2650P22.1,0
CTD-2650P22.2,0
GNB5,0
MYO5C,0
MYO5A,0
ARPP19,0
FAM214A,0
WDR72,0
RSL24D1,0
RAB27A,10
PIGBOS1,0
CCPG1,0
DYX1C1,0
PYGO1,0
NEDD4,24
RFX7,0
MNS1,0
ZNF280D,0
RP11-31H5.3,0
ADAM10,13
RP11-30K9.6,0
SLTM,0
MYO1E,0
GTF2A2,0
BNIP2,0
ANXA2,42
ICE2,0
VPS13C,0
RP11-244F12.3,0
RPS27L,0
CA12,2
USP3-AS1,0
HERC1,0
DAPK2,18
FAM96A,0
PPIB,3
CSNK1G1,0
KIAA0101,3
OAZ2,0
PIF1,0
CTD-2017F17.2,0
SPG21,0
MTFMT,0
UBAP1L,1
PDCD7,0
CLPX,1
PARP16,0
DPP8,0
VWA9,0
DENND4A,0
TIPIN,1
RPL9P25,0
SNAPC5,0
RPL4,0
AAGAB,0
IQCH-AS1,0
RP11-502I4.3,0
CALML4,0
CLN6,0
ANP32A,3
RP11-279F6.2,0
TLE3,5
UACA,1
LARP6,0
THAP10,0
RP11-673C5.1,0
RP11-592N21.1,0
MYO9A,0
PKM,5
PARP6,0
CELF6,0
HEXA,7
ADPGK,1
NPTN,0
NPTN-IT1,0
LOXL1-AS1,3
STOML1,0
UBL7,0
CTD-3154N5.2,0
CTD-3154N5.1,0
EDC3,1
CYP1A1,102
ULK3,0
SCAMP2,0
FAM219B,0
COX5A,0
RPP25,0
RP11-817O13.9,0
MAN2C1,1
SIN3A,2
PTPN9,2
SNUPN,0
IMP3,8
ETFA,0
SCAPER,0
TSPAN3,1
RP11-797A18.5,0
RP11-797A18.6,0
LINGO1,0
TBC1D2B,0
CIB2,0
WDR61,0
RP11-762H8.2,0
ADAMTS7,1
CTSH,4
RASGRF1,1
ANKRD34C-AS1,0
RP11-38G5.2,0
MTHFS,0
ST20,0
RP11-81A1.6,0
MESDC2,1
RP11-775C24.5,0
STARD5,0
RP11-276M12.1,0
MEX3B,0
EFTUD1,0
UBE2Q2P6,0
GOLGA2P10,0
RPS17,0
AP3B2,0
HOMER2,0
C15orf40,0
BTBD1,0
RP11-382A20.2,0
HDGFRP3,0
GOLGA2P7,0
RP11-182J1.12,0
UBE2Q2P1,0
WDR73,0
NMB,146
SEC11A,0
RP11-561C5.4,0
KLHL25,0
MRPL46,0
DET1,1
MFGE8,3
POLG,2
KIF7,1
PLIN1,0
PEX11A,0
RPL36AP43,0
MESP1,0
AP3S2,0
ARPIN,1
RP11-617F23.1,0
IDH2,9
CIB1,1
CRTC3-AS1,0
HDDC3,0
AC068831.3,0
PRC1,56
VPS33B,0
AC068831.17,0
RP11-386M24.6,0
FAM174B,1
RP11-386M24.4,0
RP11-35O15.1,0
TTC23,1
LYSMD4,0
PRKXP1,0
LINS,6
CHSY1,0
VIMP,0
SNRPA1,1
RP11-299G20.5,0
PCSK6,20
TM2D3,0
TARSL2,0
WASIR2,0
SNRNP25,0
Z69720.3,0
MPG,25
HBQ1,0
ITFG3,0
ARHGDIG,0
PDIA2,1
NME4,0
DECR2,0
RAB11FIP3,0
CAPN15,0
PIGQ,0
RAB40C,1
FAM195A,0
WDR90,0
RHOT2,2
RHBDL1,0
STUB1,12
LA16c-313D11.12,0
LA16c-380A1.2,0
METRN,0
FAM173A,0
HAGHL,0
CHTF18,0
SOX8,2
SSTR5,18
LA16c-381G6.1,0
CACNA1H,7
UBE2I,1
BAIAP3,0
GNPTG,0
LA16c-312E8.2,0
LA16c-312E8.4,0
TELO2,0
CRAMP1L,0
HN1L,0
LA16c-431H6.7,0
MAPK8IP3,0
EME2,0
NUBP2,0
FAHD1,0
NDUFB10,0
SNHG9,0
TBL3,0
GFER,0
SYNGR3,0
NPW,1
SLC9A3R2,0
TSC2,20
RAB26,0
TRAF7,1
MLST8,5
E4F1,0
DNASE1L2,0
CCNF,0
C16orf59,0
TBC1D24,0
ATP6V0C,4
RP11-20I23.2,0
AMDHD2,0
PDPK1,15
AC141586.5,0
KCTD5,0
SRRM2,0
CTD-2270P14.5,0
ZG16B,1
FLYWCH2,0
FLYWCH1,0
KREMEN2,2
PAQR4,1
LA16c-380H5.3,0
LA16c-380H5.5,0
TNFRSF12A,6
THOC6,0
IL32,4
RP11-473M20.11,0
ZNF205,0
ZNF213,0
ZNF263,0
ZNF75A,0
ZNF174,0
NAA60,0
CLUAP1,0
DNASE1,2
GLIS2,0
VASN,0
DNAJA3,0
HMOX2,0
MGRN1,0
NUDT16L1,0
C16orf71,0
SMIM22,1
UBN1,1
ALG1,0
METTL22,0
ABAT,0
PMM2,0
RP11-77H9.5,0
C16orf72,0
RP11-473I1.9,0
NUBP1,0
CLEC16A,0
RMI2,2
SNN,0
RP11-486I11.2,0
SNX29,0
ERCC4,4
MKL2,0
RP11-65J21.3,0
BFAR,0
NPIPA1,0
NOMO1,0
RP11-958N24.1,0
PDXDC1,0
MPV17L,0
C16orf45,0
NDE1,1
CTB-193M12.5,0
AF001548.5,0
ABCC1,15
NOMO3,0
NPIPA5,0
RP11-958N24.2,0
RPL7P47,0
TMC7,0
COQ7,0
RP11-626G11.4,0
ITPRIPL2,0
SYT17,0
TMC5,1
CTA-363E6.7,0
CTA-363E6.8,0
CCP110,1
C16orf62,0
IQCK,0
ACSM3,0
AC004381.6,0
LYRM1,0
TMEM159,0
METTL9,0
UQCRC2,0
C16orf52,0
EEF2K,2
POLR3E,0
NPIPB5,0
SCNN1G,0
SCNN1B,0
CTD-2270L9.4,0
UBFD1,0
CTD-2196E14.6,0
DCTN5,0
PLK1,63
RBBP6,1
TNRC6A,2
RP11-266L9.4,0
LCMT1,0
CTD-2547G23.4,0
HS3ST4,0
KDM8,2
IL4R,0
KIAA0556,0
SBK1,0
CCDC101,0
EIF3C,1
ATXN2L,0
SH2B1,0
NFATC2IP,0
SPNS1,0
LAT,42
KIF22,1
MAZ,7
PRRT2,1
PAGR1,0
MVP,8
CDIPT-AS1,0
ASPHD1,0
CTD-2574D22.2,0
TMEM219,0
TAOK2,1
INO80E,0
ALDOA,3
PPP4C,0
RP11-455F5.3,0
CORO1A,0
RP11-347C12.10,0
RP11-347C12.11,0
ZNF48,0
ZNF771,0
AC002310.12,0
PRR14,0
FBRS,0
SRCAP,2
TMEM265,0
PHKG2,0
RNF40,2
MIR762HG,0
FBXL19,0
ORAI3,12
SETD1A,1
HSD3B7,0
STX4,0
ZNF646,0
BCKDK,0
KAT8,5
RP11-196G11.4,0
RP11-196G11.5,0
FUS,33
ARMC5,0
RP11-452L6.7,0
CLUHP3,0
ZNF720,0
ZNF267,0
BCAP31P2,0
PCMTD1P2,0
ORC6,1
GPT2,1
RP11-169E6.1,0
PHKB,0
LONP2,0
CNEP1R1,0
HEATR3,0
PAPD5,0
ADCY7,0
NKD1,3
CYLD,5
HNRNPA1P48,0
RP11-297L17.6,0
CHD9,0
RP11-44F14.2,0
RP11-44F14.8,0
RP11-44F14.9,0
RP11-44F14.10,0
RBL2,10
FTO,13
RP11-434E6.4,0
IRX5,3
OGFOD1,0
MT2A,9
MT1L,0
MT1E,2
MT1DP,0
MT1F,1
MT1X,2
NUP93,1
HERPUD1,3
RP11-325K4.3,0
RP11-325K4.2,0
CPNE2,0
RSPRY1,0
ARL2BP,1
COQ9,0
POLR2C,0
ADGRG1,1
KATNB1,0
USB1,0
MMP15,1
CCDC113,0
GINS3,0
NDRG4,3
SETD6,1
CKLF,6
CMTM1,1
CMTM3,2
PDP2,1
CES2,4
CBFB,3
C16orf70,0
FBXL8,0
HSF4,0
NOL3,0
E2F4,16
ELMO3,0
TMEM208,0
SLC9A5,0
PLEKHG4,0
HSD11B2,0
RP11-297D21.4,0
FAM65A,0
CTCF,35
RLTPR,0
PARD6A,4
THAP11,0
NUTF2,0
EDC4,0
PSKH1,1
DUS2,0
NFATC3,2
PLA2G15,0
SLC7A6,5
PRMT7,0
ZFP90,0
CDH3,5
CDH1,152
FTLP14,0
TANGO6,0
CIRH1A,0
SNTB2,0
VPS4A,0
NIP7,0
CYB5B,1
NFAT5,1
RP11-140H17.2,0
CTD-2033A16.3,0
WWP2,6
PDPR,0
DDX19B,0
DDX19A,0
FUK,0
SF3B3,1
RP11-394B2.6,0
MARVELD3,0
ATXN1L,1
IST1,0
DHODH,2
HPR,65
DHX38,0
RP5-991G20.1,0
PSMD7,1
NPIPB15,0
ZNRF1,0
ZFP1,0
RP11-77K12.9,0
GABARAPL2,1
TERF2IP,4
MON1B,1
NUDT7,0
WWOX,32
RP11-70D24.2,0
DYNLRB2,1
CENPN,0
RP11-303E16.2,0
ATMIN,0
GAN,711
CMIP,0
HSD17B2,18
HSBP1,1
MLYCD,0
OSGIN1,0
RP11-505K9.1,0
ATP2C2,0
KLHL36,0
USP10,5
CRISPLD2,2
KIAA0513,0
GSE1,0
COX4I1,0
RP11-178L8.7,0
MAP1LC3B,18
BANP,0
ZFPM1,0
ZC3H18,0
SNAI3-AS1,0
CTU2,0
CDT1,5
TRAPPC2L,0
ACSF3,0
ZNF778,0
SPG7,2
RP11-104N10.2,0
RPL13,2
CPNE7,0
SPATA33,0
CDK10,1
VPS9D1-AS1,1
ZNF276,0
SPIRE2,0
TCF25,1
MC1R,5
TUBB3,8
DEF8,0
AFG3L1P,0
GAS8,3
WASH4P,0
IL9RP3,0
POLR3K,0
RHBDF1,0
NPRL3,0
LUC7L,0
RGS11,1
AXIN1,10
MRPL28,0
TMEM8A,0
LA16c-359F1.1,0
LINC00235,0
C16orf13,0
AL022341.3,0
LA16c-349E10.1,0
JMJD8,1
WDR24,0
FBXL16,0
CCDC78,0
NARFL,0
RPUSD1,0
GNG13,1
LMF1,0
RP11-161M6.6,0
RP11-161M6.2,0
SSTR5-AS1,1
TSR3,0
UNKL,0
C16orf91,0
CLCN7,0
IFT140,0
NME3,0
MRPS34,0
SPSB3,0
HAGH,0
MSRB1,0
RPS2,3
AC005363.9,0
ZNF598,0
NTHL1,0
PKD1,29
RP11-304L19.3,0
SNHG19,0
CASKIN1,0
BRICD5,0
PGP,45
ECI1,0
RNPS1,0
ABCA3,0
RP11-715J22.3,0
RP11-715J22.4,0
CEMP1,1
CTD-2270P14.1,0
PRSS27,0
SRRM2-AS1,0
TCEB2,0
PRSS22,0
LA16c-325D7.2,0
PKMYT1,0
HCFC1R1,1
CCDC64B,0
MMP25-AS1,0
ZNF205-AS1,0
ZNF213-AS1,0
ZNF200,0
TIGD7,0
ZSCAN32,0
ZNF597,0
SLX4,1
RP11-461A8.4,0
TRAP1,14
CREBBP,21
ADCY9,1
RP11-95P2.3,0
LINC01569,0
TFAP4,0
PAM16,0
RP11-295D4.3,0
CORO7,0
NMRAL1,0
CDIP1,0
UBALD1,0
ANKS3,0
ZNF500,0
ROGDI,0
GLYR1,1
PPL,5
NAGPA,0
C16orf89,0
EEF2KMT,0
TMEM186,0
CARHSP1,0
USP7,15
RPL21P119,0
EMP2,1
DEXI,0
